wv_poly_lons,wv_poly_lats
-123.3583333,44.75131944
-123.3666667,44.75131944
-123.375,44.75131944
-123.3820139,44.75833333
-123.375,44.76534722
-123.3736806,44.76666667
-123.3736806,44.775
-123.3666667,44.78201389
-123.3653472,44.78333333
-123.3583333,44.79034722
-123.35,44.79034722
-123.3416667,44.79034722
-123.3403472,44.79166667
-123.3416667,44.79298611
-123.3486806,44.8
-123.35,44.80131944
-123.3570139,44.80833333
-123.3583333,44.80965278
-123.3653472,44.81666667
-123.3666667,44.81798611
-123.3736806,44.825
-123.375,44.82631944
-123.3820139,44.83333333
-123.3833333,44.83465278
-123.3916667,44.83465278
-123.3986806,44.84166667
-123.4,44.84298611
-123.4083333,44.84298611
-123.4153472,44.85
-123.4153472,44.85833333
-123.4083333,44.86534722
-123.4,44.86534722
-123.3929861,44.85833333
-123.3916667,44.85701389
-123.3846528,44.85
-123.3833333,44.84868056
-123.375,44.84868056
-123.3736806,44.85
-123.3666667,44.85701389
-123.3653472,44.85833333
-123.3583333,44.86534722
-123.3570139,44.86666667
-123.3570139,44.875
-123.35,44.88201389
-123.3416667,44.88201389
-123.3403472,44.88333333
-123.3333333,44.89034722
-123.325,44.89034722
-123.3179861,44.88333333
-123.3179861,44.875
-123.325,44.86798611
-123.3333333,44.86798611
-123.3416667,44.86798611
-123.3429861,44.86666667
-123.35,44.85965278
-123.3513194,44.85833333
-123.3513194,44.85
-123.3583333,44.84298611
-123.3596528,44.84166667
-123.3583333,44.84034722
-123.35,44.84034722
-123.3429861,44.83333333
-123.3416667,44.83201389
-123.3346528,44.825
-123.3333333,44.82368056
-123.3263194,44.81666667
-123.325,44.81534722
-123.3166667,44.81534722
-123.3083333,44.81534722
-123.3013194,44.80833333
-123.3,44.80701389
-123.2916667,44.80701389
-123.2833333,44.80701389
-123.2763194,44.8
-123.275,44.79868056
-123.2736806,44.8
-123.2666667,44.80701389
-123.2583333,44.80701389
-123.2513194,44.8
-123.25,44.79868056
-123.2416667,44.79868056
-123.2346528,44.79166667
-123.2346528,44.78333333
-123.2333333,44.78201389
-123.225,44.78201389
-123.2236806,44.78333333
-123.2166667,44.79034722
-123.2153472,44.79166667
-123.2083333,44.79868056
-123.2013194,44.79166667
-123.2,44.79034722
-123.1929861,44.78333333
-123.1929861,44.775
-123.1929861,44.76666667
-123.1916667,44.76534722
-123.1833333,44.76534722
-123.175,44.76534722
-123.1666667,44.76534722
-123.1583333,44.76534722
-123.15,44.76534722
-123.1486806,44.76666667
-123.1486806,44.775
-123.1486806,44.78333333
-123.15,44.78465278
-123.1583333,44.78465278
-123.1653472,44.79166667
-123.1666667,44.79298611
-123.1736806,44.8
-123.175,44.80131944
-123.1820139,44.80833333
-123.1833333,44.80965278
-123.1916667,44.80965278
-123.1986806,44.81666667
-123.2,44.81798611
-123.2083333,44.81798611
-123.2166667,44.81798611
-123.2236806,44.825
-123.225,44.82631944
-123.2333333,44.82631944
-123.2416667,44.82631944
-123.2429861,44.825
-123.25,44.81798611
-123.2570139,44.825
-123.2583333,44.82631944
-123.2653472,44.83333333
-123.2666667,44.83465278
-123.2736806,44.84166667
-123.275,44.84298611
-123.2820139,44.85
-123.275,44.85701389
-123.2666667,44.85701389
-123.2596528,44.85
-123.2583333,44.84868056
-123.2513194,44.84166667
-123.25,44.84034722
-123.2416667,44.84034722
-123.2403472,44.84166667
-123.2416667,44.84298611
-123.2486806,44.85
-123.2486806,44.85833333
-123.25,44.85965278
-123.2583333,44.85965278
-123.2653472,44.86666667
-123.2653472,44.875
-123.2583333,44.88201389
-123.2570139,44.88333333
-123.2570139,44.89166667
-123.2583333,44.89298611
-123.2653472,44.9
-123.2666667,44.90131944
-123.2736806,44.90833333
-123.2666667,44.91534722
-123.2653472,44.91666667
-123.2583333,44.92368056
-123.2570139,44.925
-123.2583333,44.92631944
-123.2666667,44.92631944
-123.2679861,44.925
-123.275,44.91798611
-123.2763194,44.91666667
-123.2833333,44.90965278
-123.2903472,44.91666667
-123.2903472,44.925
-123.2833333,44.93201389
-123.2820139,44.93333333
-123.275,44.94034722
-123.2736806,44.94166667
-123.2736806,44.95
-123.2736806,44.95833333
-123.275,44.95965278
-123.2820139,44.96666667
-123.2820139,44.975
-123.2833333,44.97631944
-123.2916667,44.97631944
-123.3,44.97631944
-123.3013194,44.975
-123.3083333,44.96798611
-123.3153472,44.975
-123.3153472,44.98333333
-123.3083333,44.99034722
-123.3,44.99034722
-123.2916667,44.99034722
-123.2903472,44.99166667
-123.2833333,44.99868056
-123.275,44.99868056
-123.2666667,44.99868056
-123.2653472,45.0
-123.2653472,45.00833333
-123.2583333,45.01534722
-123.2570139,45.01666667
-123.2570139,45.025
-123.2583333,45.02631944
-123.2666667,45.02631944
-123.2736806,45.03333333
-123.2736806,45.04166667
-123.275,45.04298611
-123.2833333,45.04298611
-123.2846528,45.04166667
-123.2916667,45.03465278
-123.2929861,45.03333333
-123.3,45.02631944
-123.3083333,45.02631944
-123.3096528,45.025
-123.3166667,45.01798611
-123.3179861,45.01666667
-123.3179861,45.00833333
-123.325,45.00131944
-123.3263194,45.0
-123.3263194,44.99166667
-123.3333333,44.98465278
-123.3416667,44.98465278
-123.35,44.98465278
-123.3570139,44.99166667
-123.35,44.99868056
-123.3416667,44.99868056
-123.3403472,45.0
-123.3403472,45.00833333
-123.3403472,45.01666667
-123.3403472,45.025
-123.3416667,45.02631944
-123.3486806,45.03333333
-123.3416667,45.04034722
-123.3403472,45.04166667
-123.3403472,45.05
-123.3416667,45.05131944
-123.3486806,45.05833333
-123.35,45.05965278
-123.3583333,45.05965278
-123.3653472,45.06666667
-123.3666667,45.06798611
-123.375,45.06798611
-123.3833333,45.06798611
-123.3916667,45.06798611
-123.3986806,45.075
-123.3916667,45.07728714
-123.3856205,45.08333333
-123.3833333,45.08562047
-123.375,45.08562047
-123.3689538,45.09166667
-123.3666667,45.09868056
-123.3583333,45.09868056
-123.3570139,45.1
-123.3570139,45.10833333
-123.35,45.11534722
-123.3416667,45.11534722
-123.3403472,45.11666667
-123.3333333,45.12368056
-123.325,45.12368056
-123.3236806,45.125
-123.3236806,45.13333333
-123.3236806,45.14166667
-123.3166667,45.14868056
-123.3083333,45.14868056
-123.3013194,45.14166667
-123.3,45.14034722
-123.2916667,45.14034722
-123.2903472,45.14166667
-123.2903472,45.15
-123.2833333,45.15701389
-123.2820139,45.15833333
-123.2820139,45.16666667
-123.275,45.17368056
-123.2736806,45.175
-123.2736806,45.18333333
-123.2666667,45.19034722
-123.2583333,45.19034722
-123.25,45.19034722
-123.2416667,45.19034722
-123.2333333,45.19034722
-123.225,45.19034722
-123.2236806,45.19166667
-123.2236806,45.2
-123.2189538,45.20833333
-123.2166667,45.21534722
-123.2083333,45.21534722
-123.2070139,45.21666667
-123.2083333,45.21798611
-123.2166667,45.21798611
-123.225,45.21798611
-123.2320139,45.225
-123.2333333,45.22631944
-123.2346528,45.225
-123.2416667,45.22271286
-123.25,45.22271286
-123.2583333,45.22271286
-123.2666667,45.21798611
-123.2736806,45.225
-123.2666667,45.23201389
-123.2583333,45.23201389
-123.2570139,45.23333333
-123.2570139,45.24166667
-123.25,45.24868056
-123.2416667,45.24868056
-123.2346528,45.24166667
-123.2333333,45.24034722
-123.225,45.24034722
-123.2236806,45.24166667
-123.2236806,45.25
-123.225,45.25131944
-123.2320139,45.25833333
-123.2320139,45.26666667
-123.2333333,45.26798611
-123.2416667,45.26798611
-123.2486806,45.275
-123.2486806,45.28333333
-123.2416667,45.29034722
-123.2403472,45.29166667
-123.2333333,45.29868056
-123.2263194,45.29166667
-123.225,45.29034722
-123.2166667,45.29034722
-123.2083333,45.29034722
-123.2070139,45.29166667
-123.2083333,45.29298611
-123.2166667,45.29298611
-123.2236806,45.3
-123.2236806,45.30833333
-123.2236806,45.31666667
-123.225,45.31798611
-123.2333333,45.31798611
-123.2403472,45.325
-123.2403472,45.33333333
-123.2416667,45.33465278
-123.2486806,45.34166667
-123.2486806,45.35
-123.25,45.35131944
-123.2570139,45.35833333
-123.2570139,45.36666667
-123.2583333,45.36798611
-123.2653472,45.375
-123.2653472,45.38333333
-123.2583333,45.39034722
-123.25,45.39034722
-123.2429861,45.38333333
-123.2416667,45.38201389
-123.2346528,45.375
-123.2333333,45.37368056
-123.225,45.37368056
-123.2166667,45.37368056
-123.2153472,45.375
-123.2083333,45.38201389
-123.2013194,45.375
-123.2013194,45.36666667
-123.2,45.36534722
-123.1916667,45.36534722
-123.1833333,45.36534722
-123.1820139,45.36666667
-123.175,45.37368056
-123.1666667,45.37368056
-123.1583333,45.37368056
-123.1570139,45.375
-123.1570139,45.38333333
-123.15,45.39034722
-123.1416667,45.39117342
-123.1338266,45.38333333
-123.1343198,45.375
-123.1416667,45.36765317
-123.15,45.36798611
-123.1513194,45.36666667
-123.1583333,45.35965278
-123.1596528,45.35833333
-123.1596528,45.35
-123.1583333,45.34868056
-123.1513194,45.34166667
-123.1583333,45.33465278
-123.1596528,45.33333333
-123.1596528,45.325
-123.1583333,45.32368056
-123.15,45.32368056
-123.1429861,45.31666667
-123.1416667,45.31534722
-123.1346528,45.30833333
-123.1346528,45.3
-123.1346528,45.29166667
-123.1333333,45.29034722
-123.125,45.29034722
-123.1179861,45.28333333
-123.1179861,45.275
-123.125,45.26798611
-123.1263194,45.26666667
-123.1333333,45.25965278
-123.1346528,45.25833333
-123.1346528,45.25
-123.1333333,45.24868056
-123.125,45.24868056
-123.1166667,45.24868056
-123.1083333,45.24868056
-123.1,45.24868056
-123.0916667,45.24868056
-123.0833333,45.24868056
-123.0763194,45.24166667
-123.075,45.24034722
-123.0666667,45.24034722
-123.0653472,45.24166667
-123.0583333,45.24868056
-123.05,45.24868056
-123.0486806,45.25
-123.0486806,45.25833333
-123.0416667,45.26534722
-123.0403472,45.26666667
-123.0333333,45.27368056
-123.0320139,45.275
-123.025,45.28201389
-123.0236806,45.28333333
-123.0236806,45.29166667
-123.0236806,45.3
-123.0236806,45.30833333
-123.025,45.30965278
-123.0333333,45.30965278
-123.0416667,45.30965278
-123.0486806,45.31666667
-123.05,45.31798611
-123.0583333,45.31798611
-123.0666667,45.31798611
-123.075,45.31798611
-123.0820139,45.325
-123.0833333,45.32631944
-123.0903472,45.33333333
-123.0916667,45.33465278
-123.1,45.33465278
-123.1070139,45.34166667
-123.1070139,45.35
-123.1070139,45.35833333
-123.1083333,45.35965278
-123.1153472,45.36666667
-123.1153472,45.375
-123.1083333,45.38201389
-123.1070139,45.38333333
-123.1070139,45.39166667
-123.1083333,45.39298611
-123.1153472,45.4
-123.1166667,45.40131944
-123.1236806,45.40833333
-123.125,45.40965278
-123.1333333,45.40965278
-123.1403472,45.41666667
-123.1403472,45.425
-123.1416667,45.42631944
-123.1486806,45.43333333
-123.15,45.43465278
-123.1583333,45.43465278
-123.1666667,45.43465278
-123.1679861,45.43333333
-123.175,45.42631944
-123.1833333,45.42631944
-123.1903472,45.43333333
-123.1903472,45.44166667
-123.1833333,45.44868056
-123.175,45.44868056
-123.1666667,45.44868056
-123.1583333,45.44868056
-123.1570139,45.45
-123.1570139,45.45833333
-123.15,45.46534722
-123.1416667,45.46534722
-123.1403472,45.46666667
-123.1403472,45.475
-123.1403472,45.48333333
-123.1403472,45.49166667
-123.1416667,45.49298611
-123.15,45.49298611
-123.1583333,45.49298611
-123.1653472,45.5
-123.1653472,45.50833333
-123.1653472,45.51666667
-123.1656004,45.525
-123.1666667,45.52631944
-123.1736806,45.53333333
-123.175,45.53465278
-123.1820139,45.54166667
-123.175,45.54868056
-123.1666667,45.54868056
-123.1596528,45.54166667
-123.1583333,45.54034722
-123.1513194,45.53333333
-123.15,45.53201389
-123.1416667,45.53201389
-123.1346528,45.525
-123.1333333,45.52368056
-123.125,45.52368056
-123.1241055,45.525
-123.125,45.52589454
-123.1324388,45.53333333
-123.1324388,45.54166667
-123.1324388,45.55
-123.1333333,45.55089454
-123.1407721,45.55833333
-123.1416667,45.55965278
-123.15,45.55965278
-123.1583333,45.55965278
-123.1653472,45.56666667
-123.1666667,45.56798611
-123.175,45.56798611
-123.1820139,45.575
-123.1833333,45.57631944
-123.1916667,45.57631944
-123.1986806,45.58333333
-123.1916667,45.59034722
-123.1903472,45.59166667
-123.1833333,45.59868056
-123.175,45.59868056
-123.1666667,45.59868056
-123.1583333,45.59868056
-123.1570139,45.6
-123.1570139,45.60833333
-123.1583333,45.60965278
-123.1666667,45.60965278
-123.1736806,45.61666667
-123.1736806,45.625
-123.1666667,45.63201389
-123.1653472,45.63333333
-123.1583333,45.64034722
-123.1513194,45.63333333
-123.1513194,45.625
-123.15,45.62368056
-123.1416667,45.62368056
-123.1403472,45.625
-123.1333333,45.63201389
-123.1320139,45.63333333
-123.1333333,45.63465278
-123.1403472,45.64166667
-123.1416667,45.64298611
-123.1486806,45.65
-123.15,45.65131944
-123.1583333,45.65071807
-123.1659486,45.65833333
-123.1666667,45.65965278
-123.1736806,45.66666667
-123.175,45.66798611
-123.1820139,45.675
-123.1833333,45.67631944
-123.1916667,45.67631944
-123.2,45.67631944
-123.2070139,45.68333333
-123.2,45.69034722
-123.1916667,45.69034722
-123.1833333,45.69034722
-123.1763194,45.68333333
-123.175,45.68201389
-123.1666667,45.68201389
-123.1596528,45.675
-123.1583333,45.67368056
-123.1513194,45.66666667
-123.15,45.66534722
-123.1429861,45.65833333
-123.1416667,45.65701389
-123.1333333,45.65701389
-123.125,45.65701389
-123.1179861,45.65
-123.1179861,45.64166667
-123.1166667,45.64034722
-123.1096528,45.63333333
-123.1083333,45.63201389
-123.1,45.63201389
-123.0916667,45.63201389
-123.0833333,45.63201389
-123.075,45.63201389
-123.0666667,45.63201389
-123.0583333,45.63201389
-123.0570139,45.63333333
-123.05,45.64034722
-123.0486806,45.64166667
-123.05,45.64298611
-123.0583333,45.64298611
-123.0653472,45.65
-123.0653472,45.65833333
-123.0653472,45.66666667
-123.0583333,45.67368056
-123.0513194,45.66666667
-123.05,45.66534722
-123.0416667,45.66534722
-123.0346528,45.65833333
-123.0346528,45.65
-123.0333333,45.64868056
-123.0263194,45.64166667
-123.025,45.64034722
-123.0166667,45.64034722
-123.0096528,45.63333333
-123.0083333,45.63201389
-123.0013194,45.625
-123.0,45.62368056
-122.9916667,45.62368056
-122.9833333,45.62368056
-122.975,45.62368056
-122.9736806,45.625
-122.975,45.62631944
-122.9833333,45.62631944
-122.9903472,45.63333333
-122.9903472,45.64166667
-122.9903472,45.65
-122.9916667,45.65049325
-123.0,45.65049325
-123.0078401,45.65833333
-123.0078401,45.66666667
-123.0,45.67450675
-122.9916667,45.67450675
-122.9903472,45.675
-122.9833333,45.68201389
-122.975,45.68201389
-122.9679861,45.675
-122.9679861,45.66666667
-122.9666667,45.66534722
-122.9583333,45.66534722
-122.9570139,45.66666667
-122.95,45.67368056
-122.9416667,45.67368056
-122.9403472,45.675
-122.9333333,45.68201389
-122.925,45.68201389
-122.9179861,45.675
-122.9179861,45.66666667
-122.9179861,45.65833333
-122.9179861,45.65
-122.925,45.64298611
-122.9333333,45.64298611
-122.9403472,45.65
-122.9403472,45.65833333
-122.9416667,45.65965278
-122.9429861,45.65833333
-122.95,45.65131944
-122.9583333,45.65131944
-122.9596528,45.65
-122.9596528,45.64166667
-122.9583333,45.64034722
-122.9513194,45.63333333
-122.9513194,45.625
-122.95,45.62368056
-122.9429861,45.61666667
-122.9416667,45.61534722
-122.9346528,45.60833333
-122.9333333,45.60701389
-122.9263194,45.6
-122.925,45.59868056
-122.9166667,45.59868056
-122.9083333,45.59868056
-122.9,45.59868056
-122.8929861,45.59166667
-122.8916667,45.59034722
-122.8833333,45.59034722
-122.8820139,45.59166667
-122.875,45.59868056
-122.8736806,45.6
-122.8736806,45.60833333
-122.8736806,45.61666667
-122.8666667,45.62368056
-122.8583333,45.62368056
-122.8513194,45.61666667
-122.85,45.61577213
-122.8416667,45.61577213
-122.8407721,45.61666667
-122.8333333,45.62410546
-122.825,45.62450675
-122.8236806,45.625
-122.8236806,45.63333333
-122.825,45.63465278
-122.8333333,45.63465278
-122.8403472,45.64166667
-122.8416667,45.64298611
-122.85,45.64298611
-122.8583333,45.64298611
-122.8653472,45.65
-122.8666667,45.65131944
-122.8679861,45.65
-122.875,45.64298611
-122.8833333,45.64298611
-122.8846528,45.64166667
-122.8838266,45.63333333
-122.8916667,45.62549325
-122.9,45.62549325
-122.9078401,45.63333333
-122.9070139,45.64166667
-122.9,45.64868056
-122.8916667,45.64868056
-122.8903472,45.65
-122.8916667,45.65049325
-122.8995067,45.65833333
-122.9,45.65882658
-122.9007181,45.65833333
-122.9083333,45.65071807
-122.9159486,45.65833333
-122.9083333,45.6659486
-122.9078401,45.66666667
-122.9078401,45.675
-122.9078401,45.68333333
-122.9078401,45.69166667
-122.9083333,45.69215992
-122.9161734,45.7
-122.9166667,45.70049325
-122.925,45.70049325
-122.9328401,45.70833333
-122.9333333,45.70882658
-122.9346528,45.70833333
-122.9416667,45.70131944
-122.95,45.70131944
-122.9570139,45.70833333
-122.9583333,45.70965278
-122.9666667,45.70965278
-122.9679861,45.70833333
-122.975,45.70131944
-122.9820139,45.70833333
-122.9833333,45.70965278
-122.9916667,45.7090514
-122.9992819,45.71666667
-122.9916667,45.72428193
-122.9833333,45.72368056
-122.975,45.72368056
-122.9745067,45.725
-122.975,45.72549325
-122.9833333,45.72631944
-122.9916667,45.72631944
-122.9986806,45.73333333
-122.9992819,45.74166667
-122.9916667,45.74928193
-122.9833333,45.74950675
-122.975,45.74950675
-122.9666667,45.74950675
-122.9583333,45.74950675
-122.95,45.74950675
-122.9416667,45.74950675
-122.9333333,45.74950675
-122.925,45.74868056
-122.9166667,45.74868056
-122.9083333,45.74868056
-122.9070139,45.75
-122.9,45.75228714
-122.8939538,45.75833333
-122.8916667,45.76062047
-122.8846528,45.75833333
-122.8846528,45.75
-122.8833333,45.74868056
-122.875,45.7439538
-122.8666667,45.7439538
-122.861254,45.74166667
-122.8583333,45.73874598
-122.8554126,45.74166667
-122.8522871,45.75
-122.8522871,45.75833333
-122.8522871,45.76666667
-122.8522871,45.775
-122.8583333,45.7810462
-122.8666667,45.7810462
-122.875,45.7810462
-122.8833333,45.7810462
-122.8916667,45.77631944
-122.8986806,45.78333333
-122.9,45.78465278
-122.9083333,45.78465278
-122.9166667,45.78465278
-122.9236806,45.79166667
-122.9166667,45.79868056
-122.9083333,45.79868056
-122.9,45.79868056
-122.8986806,45.8
-122.8986806,45.80833333
-122.8986806,45.81666667
-122.8986806,45.825
-122.8916667,45.83201389
-122.8903472,45.83333333
-122.8833333,45.84034722
-122.875,45.84034722
-122.8741055,45.84166667
-122.8666667,45.84910546
-122.8656004,45.85
-122.8583333,45.85726712
-122.85,45.85701389
-122.8429861,45.85
-122.8416667,45.84868056
-122.8346528,45.84166667
-122.8346528,45.83333333
-122.8416667,45.82631944
-122.8429861,45.825
-122.8429861,45.81666667
-122.8416667,45.81534722
-122.8403472,45.81666667
-122.8333333,45.82368056
-122.8320139,45.825
-122.825,45.83201389
-122.8236806,45.83333333
-122.8166667,45.84034722
-122.8083333,45.84034722
-122.8070139,45.84166667
-122.8083333,45.84298611
-122.8166667,45.84298611
-122.8236806,45.85
-122.8236806,45.85833333
-122.8166667,45.86534722
-122.8153472,45.86666667
-122.8083333,45.87368056
-122.8,45.87368056
-122.7989338,45.875
-122.7991055,45.88333333
-122.7991055,45.89166667
-122.8,45.89256121
-122.8074388,45.9
-122.8083333,45.90106622
-122.8156004,45.90833333
-122.8156004,45.91666667
-122.8083333,45.91994183
-122.8036778,45.925
-122.8083333,45.92965549
-122.8166667,45.92965549
-122.8213222,45.925
-122.8177329,45.91666667
-122.825,45.90939955
-122.8322671,45.91666667
-122.8333333,45.91798611
